dataset,public_trajectory_id,original_trajectory_sha256,public_span_id,start_step_index,end_step_index,span_label,hard_negative,productive_iteration_flag,unproductive_cycle_flag,uncertain_flag,unresolved_flag,confidence,step_count
StressFresh100,StressFresh100_T000005,f2c90e9810fed1bc40c2b8dcafd192a64d5366e8d60e71e5d83e9069a92d0cf6,S0004550,4,11,productive_iteration,False,True,False,False,False,,8.0
StressFresh100,StressFresh100_T000005,f2c90e9810fed1bc40c2b8dcafd192a64d5366e8d60e71e5d83e9069a92d0cf6,S0004551,12,34,unproductive_cycle,False,False,True,False,False,,23.0
StressFresh100,StressFresh100_T000006,b4fe28667a7430dd92d6e1dad1558460d71bb4ba32ae926a2205bc13b453052d,S0004552,5,5,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000006,b4fe28667a7430dd92d6e1dad1558460d71bb4ba32ae926a2205bc13b453052d,S0004553,7,12,unproductive_cycle,False,False,True,False,False,,6.0
StressFresh100,StressFresh100_T000006,b4fe28667a7430dd92d6e1dad1558460d71bb4ba32ae926a2205bc13b453052d,S0004554,14,65,unproductive_cycle,False,False,True,False,False,,52.0
StressFresh100,StressFresh100_T000007,2fce9d75fcb9b86990782deceb8a306ba975a0fba46f17d273b47d90d4dff22b,S0004555,2,2,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000007,2fce9d75fcb9b86990782deceb8a306ba975a0fba46f17d273b47d90d4dff22b,S0004556,4,9,productive_iteration,True,True,False,False,False,,6.0
StressFresh100,StressFresh100_T000007,2fce9d75fcb9b86990782deceb8a306ba975a0fba46f17d273b47d90d4dff22b,S0004557,18,19,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000008,f0846470e69894a0e179900f5781259681ada0392ee6deeb9855d2f740f3567f,S0004558,0,16,productive_iteration,False,True,False,False,False,,17.0
StressFresh100,StressFresh100_T000008,f0846470e69894a0e179900f5781259681ada0392ee6deeb9855d2f740f3567f,S0004559,17,17,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000008,f0846470e69894a0e179900f5781259681ada0392ee6deeb9855d2f740f3567f,S0004560,18,20,productive_iteration,False,True,False,False,False,,3.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004561,0,10,productive_iteration,False,True,False,False,False,,11.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004562,11,12,unproductive_cycle,False,False,True,False,False,,2.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004563,13,20,productive_iteration,True,True,False,False,False,,8.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004564,21,22,unproductive_cycle,False,False,True,False,False,,2.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004565,23,30,productive_iteration,True,True,False,False,False,,8.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004566,31,35,unproductive_cycle,False,False,True,False,False,,5.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004567,36,36,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004568,37,40,unproductive_cycle,False,False,True,False,False,,4.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004569,41,42,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004570,43,43,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004571,44,45,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004572,46,48,unproductive_cycle,False,False,True,False,False,,3.0
StressFresh100,StressFresh100_T000009,9459f9739998ea80967bcdb519ff724a5427574a88c4696897806fb8514f49ad,S0004573,49,50,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000010,c0a598c8d375463a24e1d480f1d824f86b46efdf06eda517a779fbc23aa5ead2,S0004574,0,0,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000010,c0a598c8d375463a24e1d480f1d824f86b46efdf06eda517a779fbc23aa5ead2,S0004575,3,5,productive_iteration,False,True,False,False,False,,3.0
StressFresh100,StressFresh100_T000010,c0a598c8d375463a24e1d480f1d824f86b46efdf06eda517a779fbc23aa5ead2,S0004576,6,20,unproductive_cycle,False,False,True,False,False,,15.0
StressFresh100,StressFresh100_T000010,c0a598c8d375463a24e1d480f1d824f86b46efdf06eda517a779fbc23aa5ead2,S0004577,21,21,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000010,c0a598c8d375463a24e1d480f1d824f86b46efdf06eda517a779fbc23aa5ead2,S0004578,22,26,unproductive_cycle,False,False,True,False,False,,5.0
StressFresh100,StressFresh100_T000011,7f50eabf245f789c54707ceb57e18394640d5332f24c3b151051748aa7ff356e,S0004579,6,23,unproductive_cycle,False,False,True,False,False,,18.0
StressFresh100,StressFresh100_T000012,22b7b5f1e20d0d5111267224aa5d5ec7799b8b33faf40b7a47e347e934414010,S0004580,0,0,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000012,22b7b5f1e20d0d5111267224aa5d5ec7799b8b33faf40b7a47e347e934414010,S0004581,3,4,unproductive_cycle,False,False,True,False,False,,2.0
StressFresh100,StressFresh100_T000012,22b7b5f1e20d0d5111267224aa5d5ec7799b8b33faf40b7a47e347e934414010,S0004582,5,6,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000012,22b7b5f1e20d0d5111267224aa5d5ec7799b8b33faf40b7a47e347e934414010,S0004583,7,9,unproductive_cycle,False,False,True,False,False,,3.0
StressFresh100,StressFresh100_T000012,22b7b5f1e20d0d5111267224aa5d5ec7799b8b33faf40b7a47e347e934414010,S0004584,11,11,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000013,224fa0cbadaac13958575d095b834d3cff5b3f937c2e7e665899d8952b62865c,S0004585,3,3,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000013,224fa0cbadaac13958575d095b834d3cff5b3f937c2e7e665899d8952b62865c,S0004586,4,4,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000013,224fa0cbadaac13958575d095b834d3cff5b3f937c2e7e665899d8952b62865c,S0004587,5,6,unproductive_cycle,False,False,True,False,False,,2.0
StressFresh100,StressFresh100_T000013,224fa0cbadaac13958575d095b834d3cff5b3f937c2e7e665899d8952b62865c,S0004588,7,8,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000014,05e05d4c2947556b170eb381864b1daef5d19e68c6d418056e481d7beff69d63,S0004589,4,5,productive_iteration,True,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000014,05e05d4c2947556b170eb381864b1daef5d19e68c6d418056e481d7beff69d63,S0004590,7,11,unproductive_cycle,False,False,True,False,False,,5.0
StressFresh100,StressFresh100_T000015,ca3a05973fa8a45097cfc56aa901342d1cf11b3523c4430c2cd1bf768536373a,S0004591,2,15,unproductive_cycle,False,False,True,False,False,,14.0
StressFresh100,StressFresh100_T000015,ca3a05973fa8a45097cfc56aa901342d1cf11b3523c4430c2cd1bf768536373a,S0004592,17,23,unproductive_cycle,False,False,True,False,False,,7.0
StressFresh100,StressFresh100_T000016,57c05fee43398a84d9d86e6ecb80ce4c5714fdc282e5c54279e527038d4b7013,S0004593,0,8,productive_iteration,False,True,False,False,False,,9.0
StressFresh100,StressFresh100_T000016,57c05fee43398a84d9d86e6ecb80ce4c5714fdc282e5c54279e527038d4b7013,S0004594,9,15,unproductive_cycle,False,False,True,False,False,,7.0
StressFresh100,StressFresh100_T000016,57c05fee43398a84d9d86e6ecb80ce4c5714fdc282e5c54279e527038d4b7013,S0004595,16,17,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000016,57c05fee43398a84d9d86e6ecb80ce4c5714fdc282e5c54279e527038d4b7013,S0004596,18,31,unproductive_cycle,False,False,True,False,False,,14.0
StressFresh100,StressFresh100_T000017,db7a465d0ba6b04f62c89985b3af6a3c3ef03c24d5fd240011fedf88c8b1e450,S0004597,0,3,productive_iteration,False,True,False,False,False,,4.0
StressFresh100,StressFresh100_T000017,db7a465d0ba6b04f62c89985b3af6a3c3ef03c24d5fd240011fedf88c8b1e450,S0004598,5,5,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000017,db7a465d0ba6b04f62c89985b3af6a3c3ef03c24d5fd240011fedf88c8b1e450,S0004599,6,8,productive_iteration,False,True,False,False,False,,3.0
StressFresh100,StressFresh100_T000017,db7a465d0ba6b04f62c89985b3af6a3c3ef03c24d5fd240011fedf88c8b1e450,S0004600,9,9,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000018,f573d713da2357bfd72e5493299a11eea0ac3867ffe4ca7759c0b81b25076ec9,S0004601,0,0,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000018,f573d713da2357bfd72e5493299a11eea0ac3867ffe4ca7759c0b81b25076ec9,S0004602,2,2,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000018,f573d713da2357bfd72e5493299a11eea0ac3867ffe4ca7759c0b81b25076ec9,S0004603,4,7,unproductive_cycle,False,False,True,False,False,,4.0
StressFresh100,StressFresh100_T000019,45692b306dfd8b9db79b0d88c36b4aebce30159f1bd7846932b91884aabfacd1,S0004604,8,8,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000019,45692b306dfd8b9db79b0d88c36b4aebce30159f1bd7846932b91884aabfacd1,S0004605,9,9,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000019,45692b306dfd8b9db79b0d88c36b4aebce30159f1bd7846932b91884aabfacd1,S0004606,10,11,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000019,45692b306dfd8b9db79b0d88c36b4aebce30159f1bd7846932b91884aabfacd1,S0004607,12,12,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000019,45692b306dfd8b9db79b0d88c36b4aebce30159f1bd7846932b91884aabfacd1,S0004608,13,16,productive_iteration,False,True,False,False,False,,4.0
StressFresh100,StressFresh100_T000019,45692b306dfd8b9db79b0d88c36b4aebce30159f1bd7846932b91884aabfacd1,S0004609,17,21,unproductive_cycle,False,False,True,False,False,,5.0
StressFresh100,StressFresh100_T000019,45692b306dfd8b9db79b0d88c36b4aebce30159f1bd7846932b91884aabfacd1,S0004610,22,22,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000020,c88628ac07d356bee07bdaaacf483119bfa4a26673742164909e08c445686e41,S0004611,0,5,productive_iteration,False,True,False,False,False,,6.0
StressFresh100,StressFresh100_T000020,c88628ac07d356bee07bdaaacf483119bfa4a26673742164909e08c445686e41,S0004612,7,8,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000020,c88628ac07d356bee07bdaaacf483119bfa4a26673742164909e08c445686e41,S0004613,10,10,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000020,c88628ac07d356bee07bdaaacf483119bfa4a26673742164909e08c445686e41,S0004614,11,12,unproductive_cycle,False,False,True,False,False,,2.0
StressFresh100,StressFresh100_T000020,c88628ac07d356bee07bdaaacf483119bfa4a26673742164909e08c445686e41,S0004615,13,16,productive_iteration,False,True,False,False,False,,4.0
StressFresh100,StressFresh100_T000020,c88628ac07d356bee07bdaaacf483119bfa4a26673742164909e08c445686e41,S0004616,17,18,unproductive_cycle,False,False,True,False,False,,2.0
StressFresh100,StressFresh100_T000020,c88628ac07d356bee07bdaaacf483119bfa4a26673742164909e08c445686e41,S0004617,19,21,productive_iteration,False,True,False,False,False,,3.0
StressFresh100,StressFresh100_T000020,c88628ac07d356bee07bdaaacf483119bfa4a26673742164909e08c445686e41,S0004618,22,37,unproductive_cycle,False,False,True,False,False,,16.0
StressFresh100,StressFresh100_T000021,d05b61faf40dbab31306d3f00ee318cfbefd750f384da0aa64234d33b29c2e2d,S0004619,0,4,productive_iteration,False,True,False,False,False,,5.0
StressFresh100,StressFresh100_T000021,d05b61faf40dbab31306d3f00ee318cfbefd750f384da0aa64234d33b29c2e2d,S0004620,5,7,unproductive_cycle,False,False,True,False,False,,3.0
StressFresh100,StressFresh100_T000021,d05b61faf40dbab31306d3f00ee318cfbefd750f384da0aa64234d33b29c2e2d,S0004621,8,8,productive_iteration,True,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000021,d05b61faf40dbab31306d3f00ee318cfbefd750f384da0aa64234d33b29c2e2d,S0004622,9,9,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000022,965ae8d15d6ba29ca5f8de0f09c3d625969bf5e3c806adac70810c843d02b099,S0004623,1,5,unproductive_cycle,False,False,True,False,False,,5.0
StressFresh100,StressFresh100_T000022,965ae8d15d6ba29ca5f8de0f09c3d625969bf5e3c806adac70810c843d02b099,S0004624,6,6,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000022,965ae8d15d6ba29ca5f8de0f09c3d625969bf5e3c806adac70810c843d02b099,S0004625,8,9,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000022,965ae8d15d6ba29ca5f8de0f09c3d625969bf5e3c806adac70810c843d02b099,S0004626,10,10,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000022,965ae8d15d6ba29ca5f8de0f09c3d625969bf5e3c806adac70810c843d02b099,S0004627,11,12,productive_iteration,True,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000023,da052f865425aec706895c510d19e289d4c07d4be7f858c84911da379ff234cb,S0004628,2,5,productive_iteration,False,True,False,False,False,,4.0
StressFresh100,StressFresh100_T000023,da052f865425aec706895c510d19e289d4c07d4be7f858c84911da379ff234cb,S0004629,6,70,unproductive_cycle,False,False,True,False,False,,65.0
StressFresh100,StressFresh100_T000024,22fdee8fbbece0ed14943d83dafacb0ea9aa5a4a5abe8d7c10f11e9041c19dd8,S0004630,6,8,unproductive_cycle,False,False,True,False,False,,3.0
StressFresh100,StressFresh100_T000024,22fdee8fbbece0ed14943d83dafacb0ea9aa5a4a5abe8d7c10f11e9041c19dd8,S0004631,10,11,unproductive_cycle,False,False,True,False,False,,2.0
StressFresh100,StressFresh100_T000024,22fdee8fbbece0ed14943d83dafacb0ea9aa5a4a5abe8d7c10f11e9041c19dd8,S0004632,18,32,unproductive_cycle,False,False,True,False,False,,15.0
StressFresh100,StressFresh100_T000025,f0dd84287aec5a4d1fe5cfc138243b9d2fb35e8d23915dc34c7e1438dddd00ff,S0004633,5,5,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000025,f0dd84287aec5a4d1fe5cfc138243b9d2fb35e8d23915dc34c7e1438dddd00ff,S0004634,8,8,productive_iteration,True,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000026,5461a9d3d032dad54f3a326269ddc3eaa21da083d49e31832bcfaa33c4696cd2,S0004635,6,8,unproductive_cycle,False,False,True,False,False,,3.0
StressFresh100,StressFresh100_T000026,5461a9d3d032dad54f3a326269ddc3eaa21da083d49e31832bcfaa33c4696cd2,S0004636,11,14,unproductive_cycle,False,False,True,False,False,,4.0
StressFresh100,StressFresh100_T000027,db4d5176c39a75b66a7b11b16f06661fc766a57caab6e63a3503b04b55b04d4e,S0004637,1,3,productive_iteration,False,True,False,False,False,,3.0
StressFresh100,StressFresh100_T000027,db4d5176c39a75b66a7b11b16f06661fc766a57caab6e63a3503b04b55b04d4e,S0004638,4,12,unproductive_cycle,False,False,True,False,False,,9.0
StressFresh100,StressFresh100_T000027,db4d5176c39a75b66a7b11b16f06661fc766a57caab6e63a3503b04b55b04d4e,S0004639,14,16,unproductive_cycle,False,False,True,False,False,,3.0
StressFresh100,StressFresh100_T000028,4462e9176dffdc62e6da4db7c1a0054f7768a71b4e63b8bcd875cb330ac20934,S0004640,3,5,unproductive_cycle,False,False,True,False,False,,3.0
StressFresh100,StressFresh100_T000028,4462e9176dffdc62e6da4db7c1a0054f7768a71b4e63b8bcd875cb330ac20934,S0004641,10,11,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000029,738f5e3f179f393570a147220416d82db1eee0e83061691ab69e309813ab8551,S0004642,0,1,productive_iteration,False,True,False,False,False,,2.0
StressFresh100,StressFresh100_T000029,738f5e3f179f393570a147220416d82db1eee0e83061691ab69e309813ab8551,S0004643,6,22,productive_iteration,True,True,False,False,False,,17.0
StressFresh100,StressFresh100_T000029,738f5e3f179f393570a147220416d82db1eee0e83061691ab69e309813ab8551,S0004644,23,23,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000030,1d58fd0d991c54f30c3a04bc2160884f3e620897d319a88d7f2dc1602ee440de,S0004645,8,10,productive_iteration,True,True,False,False,False,,3.0
StressFresh100,StressFresh100_T000031,79ebac843584e2139b357b1c18861e8c80543c8a2fdcacb1f881dabccf5fa456,S0004646,0,6,productive_iteration,False,True,False,False,False,,7.0
StressFresh100,StressFresh100_T000031,79ebac843584e2139b357b1c18861e8c80543c8a2fdcacb1f881dabccf5fa456,S0004647,9,10,unproductive_cycle,False,False,True,False,False,,2.0
StressFresh100,StressFresh100_T000031,79ebac843584e2139b357b1c18861e8c80543c8a2fdcacb1f881dabccf5fa456,S0004648,14,146,unproductive_cycle,False,False,True,False,False,,133.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004649,0,4,productive_iteration,False,True,False,False,False,,5.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004650,5,6,unproductive_cycle,False,False,True,False,False,,2.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004651,7,13,productive_iteration,False,True,False,False,False,,7.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004652,14,14,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004653,15,15,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004654,16,17,unproductive_cycle,False,False,True,False,False,,2.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004655,18,18,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004656,19,19,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004657,20,20,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004658,21,22,unproductive_cycle,False,False,True,False,False,,2.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004659,23,23,productive_iteration,True,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004660,24,24,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004661,25,25,productive_iteration,True,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000032,460e3e9a09e8c9b49a365b34ba3e73cdb086c92be3d1986f60b354c9ae24fa23,S0004662,26,55,unproductive_cycle,False,False,True,False,False,,30.0
StressFresh100,StressFresh100_T000033,6b4efe67d208b4b7ffd4bc30b465d5e19bfc5546bbbe1699c8d0142f5f1f323b,S0004663,0,4,productive_iteration,False,True,False,False,False,,5.0
StressFresh100,StressFresh100_T000033,6b4efe67d208b4b7ffd4bc30b465d5e19bfc5546bbbe1699c8d0142f5f1f323b,S0004664,8,17,productive_iteration,False,True,False,False,False,,10.0
StressFresh100,StressFresh100_T000033,6b4efe67d208b4b7ffd4bc30b465d5e19bfc5546bbbe1699c8d0142f5f1f323b,S0004665,18,26,unproductive_cycle,False,False,True,False,False,,9.0
StressFresh100,StressFresh100_T000034,2816e442729eace9b26e6cb622788d035b3ddd3db1c44f7fb6938a8f0a4de49f,S0004666,10,10,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000034,2816e442729eace9b26e6cb622788d035b3ddd3db1c44f7fb6938a8f0a4de49f,S0004667,11,16,unproductive_cycle,False,False,True,False,False,,6.0
StressFresh100,StressFresh100_T000034,2816e442729eace9b26e6cb622788d035b3ddd3db1c44f7fb6938a8f0a4de49f,S0004668,17,17,productive_iteration,False,True,False,False,False,,1.0
StressFresh100,StressFresh100_T000034,2816e442729eace9b26e6cb622788d035b3ddd3db1c44f7fb6938a8f0a4de49f,S0004669,18,27,unproductive_cycle,False,False,True,False,False,,10.0
StressFresh100,StressFresh100_T000035,782cea9926b68436640bd7bbba6c9706ab8b7c42d2e6a834fbbc43472c93b24c,S0004670,3,8,productive_iteration,False,True,False,False,False,,6.0
StressFresh100,StressFresh100_T000035,782cea9926b68436640bd7bbba6c9706ab8b7c42d2e6a834fbbc43472c93b24c,S0004671,9,15,unproductive_cycle,False,False,True,False,False,,7.0
StressFresh100,StressFresh100_T000035,782cea9926b68436640bd7bbba6c9706ab8b7c42d2e6a834fbbc43472c93b24c,S0004672,16,42,productive_iteration,True,True,False,False,False,,27.0
StressFresh100,StressFresh100_T000036,e086fa3b46d6313d2a74e106314f91563e7b768573dbbafef9b1b3d89cd4f1c4,S0004673,3,3,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000036,e086fa3b46d6313d2a74e106314f91563e7b768573dbbafef9b1b3d89cd4f1c4,S0004674,4,10,productive_iteration,False,True,False,False,False,,7.0
StressFresh100,StressFresh100_T000036,e086fa3b46d6313d2a74e106314f91563e7b768573dbbafef9b1b3d89cd4f1c4,S0004675,11,11,unproductive_cycle,False,False,True,False,False,,1.0
StressFresh100,StressFresh100_T000036,e086fa3b46d6313d2a74e106314f91563e7b768573dbbafef9b1b3d89cd4f1c4,S0004676,12,18,productive_iteration,False,True,False,False,False,,7.0
StressFresh100,StressFresh100_T000036,e086fa3b46d6313d2a74e106314f91563e7b768573dbbafef9b1b3d89cd4f1c4,S0004677,19,22,unproductive_cycle,False,False,True,False,False,,4.0
StressFresh100,StressFresh100_T000036,e086fa3b46d6313d2a74e106314f91563e7b768573dbbafef9b1b3d89cd4f1c4,S0004678,23,27,productive_iteration,False,True,False,False,False,,5.0
StressFresh100,StressFresh100_T000036,e086fa3b46d6313d2a74e106314f91563e7b768573dbbafef9b1b3d89cd4f1c4,S0004679,28,32,unproductive_cycle,False,False,True,False,False,,5.0
StressFresh100,StressFresh100_T000037,e241a09b5a4207598c25f1556401366c19c6d0df8f84c6252821f87704dfb7e0,S0004680,0,4,productive_iteration,False,True,False,False,False,,5.0
StressFresh100,StressFresh100_T000037,e241a09b5a4207598c25f1556401366c19c6d0df8f84c6252821f87704dfb7e0,S0004681,5,22,unproductive_cycle,False,False,True,False,False,,18.0
StressFresh100,StressFresh100_T000038,4b33782f7903b4f025f9bb94357d4130408f35a263046f9807dd16c75399e6f9,S0004682,0,1,productive_iteration,False,True,False,False,False,,2.0
