dataset,public_trajectory_id,original_trajectory_sha256,public_span_id,start_step_index,end_step_index,span_label,hard_negative,productive_iteration_flag,unproductive_cycle_flag,uncertain_flag,unresolved_flag,confidence,step_count
Final500,Final500_T000002,4789bee07da8162f0959129a476e1d3fa9bea3adba2214d9228465e815f5cb06,S0000013,1,3,productive_iteration,False,True,False,False,False,,1.0
Final500,Final500_T000002,4789bee07da8162f0959129a476e1d3fa9bea3adba2214d9228465e815f5cb06,S0000014,1,3,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000002,4789bee07da8162f0959129a476e1d3fa9bea3adba2214d9228465e815f5cb06,S0000015,5,13,unproductive_cycle,False,False,True,False,False,,9.0
Final500,Final500_T000002,4789bee07da8162f0959129a476e1d3fa9bea3adba2214d9228465e815f5cb06,S0000016,19,31,unproductive_cycle,False,False,True,False,False,,13.0
Final500,Final500_T000003,e0e986c57be6ab3a44fac4d47dd030f9ec66f18184598885379a452e841aa1f8,S0000017,22,22,productive_iteration,False,True,False,False,False,,1.0
Final500,Final500_T000003,e0e986c57be6ab3a44fac4d47dd030f9ec66f18184598885379a452e841aa1f8,S0000018,0,12,productive_iteration,True,True,False,False,False,,11.0
Final500,Final500_T000003,e0e986c57be6ab3a44fac4d47dd030f9ec66f18184598885379a452e841aa1f8,S0000019,16,21,productive_iteration,False,True,False,False,False,,6.0
Final500,Final500_T000003,e0e986c57be6ab3a44fac4d47dd030f9ec66f18184598885379a452e841aa1f8,S0000020,23,34,productive_iteration,False,True,False,False,False,,12.0
Final500,Final500_T000003,e0e986c57be6ab3a44fac4d47dd030f9ec66f18184598885379a452e841aa1f8,S0000021,13,15,productive_iteration,False,True,False,False,False,,3.0
Final500,Final500_T000004,b61df845e9460f21480f1a51bf03e0348ca881f2cb39c7e5e020b79499319a2e,S0000022,6,17,productive_iteration,True,True,False,False,False,,4.0
Final500,Final500_T000004,b61df845e9460f21480f1a51bf03e0348ca881f2cb39c7e5e020b79499319a2e,S0000023,27,27,unproductive_cycle,False,False,True,False,False,,1.0
Final500,Final500_T000004,b61df845e9460f21480f1a51bf03e0348ca881f2cb39c7e5e020b79499319a2e,S0000024,0,5,productive_iteration,False,True,False,False,False,,6.0
Final500,Final500_T000004,b61df845e9460f21480f1a51bf03e0348ca881f2cb39c7e5e020b79499319a2e,S0000025,8,9,productive_iteration,False,True,False,False,False,,2.0
Final500,Final500_T000004,b61df845e9460f21480f1a51bf03e0348ca881f2cb39c7e5e020b79499319a2e,S0000026,13,14,productive_iteration,False,True,False,False,False,,2.0
Final500,Final500_T000004,b61df845e9460f21480f1a51bf03e0348ca881f2cb39c7e5e020b79499319a2e,S0000027,19,23,productive_iteration,False,True,False,False,False,,5.0
Final500,Final500_T000004,b61df845e9460f21480f1a51bf03e0348ca881f2cb39c7e5e020b79499319a2e,S0000028,31,33,productive_iteration,False,True,False,False,False,,3.0
Final500,Final500_T000004,b61df845e9460f21480f1a51bf03e0348ca881f2cb39c7e5e020b79499319a2e,S0000029,10,12,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000004,b61df845e9460f21480f1a51bf03e0348ca881f2cb39c7e5e020b79499319a2e,S0000030,24,26,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000004,b61df845e9460f21480f1a51bf03e0348ca881f2cb39c7e5e020b79499319a2e,S0000031,28,30,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000005,ba39cd25cb59c1fffad5d58ba0a9bd85ec6a8f095e70a8c27d8d62b3c4166915,S0000032,4,22,productive_iteration,True,True,False,False,False,,3.0
Final500,Final500_T000005,ba39cd25cb59c1fffad5d58ba0a9bd85ec6a8f095e70a8c27d8d62b3c4166915,S0000033,0,3,productive_iteration,False,True,False,False,False,,4.0
Final500,Final500_T000005,ba39cd25cb59c1fffad5d58ba0a9bd85ec6a8f095e70a8c27d8d62b3c4166915,S0000034,5,13,productive_iteration,False,True,False,False,False,,9.0
Final500,Final500_T000005,ba39cd25cb59c1fffad5d58ba0a9bd85ec6a8f095e70a8c27d8d62b3c4166915,S0000035,15,20,productive_iteration,False,True,False,False,False,,6.0
Final500,Final500_T000005,ba39cd25cb59c1fffad5d58ba0a9bd85ec6a8f095e70a8c27d8d62b3c4166915,S0000036,23,37,productive_iteration,False,True,False,False,False,,13.0
Final500,Final500_T000006,a85753a20cb3f3e5772c89ca3c1b2818e11401865009564c9216e2c64c2f2554,S0000037,28,34,unproductive_cycle,False,False,True,False,False,,6.0
Final500,Final500_T000006,a85753a20cb3f3e5772c89ca3c1b2818e11401865009564c9216e2c64c2f2554,S0000038,14,16,productive_iteration,False,True,False,False,False,,3.0
Final500,Final500_T000006,a85753a20cb3f3e5772c89ca3c1b2818e11401865009564c9216e2c64c2f2554,S0000039,25,27,productive_iteration,False,True,False,False,False,,3.0
Final500,Final500_T000006,a85753a20cb3f3e5772c89ca3c1b2818e11401865009564c9216e2c64c2f2554,S0000040,35,38,productive_iteration,True,True,False,False,False,,1.0
Final500,Final500_T000006,a85753a20cb3f3e5772c89ca3c1b2818e11401865009564c9216e2c64c2f2554,S0000041,22,24,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000007,a1c0174aadda9349918339be43d99c613d02d08bdf2b2925e402e6fb4ac470c4,S0000042,16,22,productive_iteration,False,True,False,False,False,,2.0
Final500,Final500_T000007,a1c0174aadda9349918339be43d99c613d02d08bdf2b2925e402e6fb4ac470c4,S0000043,15,38,unproductive_cycle,False,False,True,False,False,,7.0
Final500,Final500_T000007,a1c0174aadda9349918339be43d99c613d02d08bdf2b2925e402e6fb4ac470c4,S0000044,0,14,productive_iteration,False,True,False,False,False,,13.0
Final500,Final500_T000007,a1c0174aadda9349918339be43d99c613d02d08bdf2b2925e402e6fb4ac470c4,S0000045,20,21,productive_iteration,False,True,False,False,False,,2.0
Final500,Final500_T000007,a1c0174aadda9349918339be43d99c613d02d08bdf2b2925e402e6fb4ac470c4,S0000046,34,36,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000007,a1c0174aadda9349918339be43d99c613d02d08bdf2b2925e402e6fb4ac470c4,S0000047,43,47,productive_iteration,False,True,False,False,False,,5.0
Final500,Final500_T000007,a1c0174aadda9349918339be43d99c613d02d08bdf2b2925e402e6fb4ac470c4,S0000048,49,55,productive_iteration,False,True,False,False,False,,7.0
Final500,Final500_T000007,a1c0174aadda9349918339be43d99c613d02d08bdf2b2925e402e6fb4ac470c4,S0000049,59,69,productive_iteration,True,True,False,False,False,,11.0
Final500,Final500_T000007,a1c0174aadda9349918339be43d99c613d02d08bdf2b2925e402e6fb4ac470c4,S0000050,24,33,unproductive_cycle,False,False,True,False,False,,10.0
Final500,Final500_T000007,a1c0174aadda9349918339be43d99c613d02d08bdf2b2925e402e6fb4ac470c4,S0000051,39,42,unproductive_cycle,False,False,True,False,False,,4.0
Final500,Final500_T000007,a1c0174aadda9349918339be43d99c613d02d08bdf2b2925e402e6fb4ac470c4,S0000052,56,58,productive_iteration,False,True,False,False,False,,3.0
Final500,Final500_T000008,16003fe68392d7f9e4a57a643adde53173bc86057598fde0cd64788c0c9de314,S0000053,0,23,productive_iteration,True,True,False,False,False,,24.0
Final500,Final500_T000008,16003fe68392d7f9e4a57a643adde53173bc86057598fde0cd64788c0c9de314,S0000054,24,32,unproductive_cycle,False,False,True,False,False,,9.0
Final500,Final500_T000009,a7e3f1898ea047186087005bde541b47d8e0b4742037d457c1f0a250a85fae1a,S0000055,12,17,productive_iteration,True,True,False,False,False,,2.0
Final500,Final500_T000009,a7e3f1898ea047186087005bde541b47d8e0b4742037d457c1f0a250a85fae1a,S0000056,5,19,unproductive_cycle,False,False,True,False,False,,4.0
Final500,Final500_T000009,a7e3f1898ea047186087005bde541b47d8e0b4742037d457c1f0a250a85fae1a,S0000057,0,4,productive_iteration,False,True,False,False,False,,5.0
Final500,Final500_T000009,a7e3f1898ea047186087005bde541b47d8e0b4742037d457c1f0a250a85fae1a,S0000058,7,11,productive_iteration,False,True,False,False,False,,5.0
Final500,Final500_T000009,a7e3f1898ea047186087005bde541b47d8e0b4742037d457c1f0a250a85fae1a,S0000059,13,16,productive_iteration,False,True,False,False,False,,4.0
Final500,Final500_T000009,a7e3f1898ea047186087005bde541b47d8e0b4742037d457c1f0a250a85fae1a,S0000060,20,34,productive_iteration,True,True,False,False,False,,15.0
Final500,Final500_T000010,6e5d1954a51bd089ec080f96aef5cbbe6c50b7b246382027c8965c8c0645becd,S0000061,15,15,productive_iteration,True,True,False,False,False,,1.0
Final500,Final500_T000010,6e5d1954a51bd089ec080f96aef5cbbe6c50b7b246382027c8965c8c0645becd,S0000062,0,11,productive_iteration,True,True,False,False,False,,12.0
Final500,Final500_T000010,6e5d1954a51bd089ec080f96aef5cbbe6c50b7b246382027c8965c8c0645becd,S0000063,13,14,productive_iteration,False,True,False,False,False,,2.0
Final500,Final500_T000010,6e5d1954a51bd089ec080f96aef5cbbe6c50b7b246382027c8965c8c0645becd,S0000064,16,19,productive_iteration,False,True,False,False,False,,4.0
Final500,Final500_T000010,6e5d1954a51bd089ec080f96aef5cbbe6c50b7b246382027c8965c8c0645becd,S0000065,21,28,productive_iteration,True,True,False,False,False,,8.0
Final500,Final500_T000010,6e5d1954a51bd089ec080f96aef5cbbe6c50b7b246382027c8965c8c0645becd,S0000066,32,36,productive_iteration,True,True,False,False,False,,5.0
Final500,Final500_T000010,6e5d1954a51bd089ec080f96aef5cbbe6c50b7b246382027c8965c8c0645becd,S0000067,29,31,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000011,25043c1fbb518b61a0ed899c727cd6c3a385b7bbdc80d829c568e4c77805d4ff,S0000068,13,112,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000011,25043c1fbb518b61a0ed899c727cd6c3a385b7bbdc80d829c568e4c77805d4ff,S0000069,0,12,productive_iteration,False,True,False,False,False,,10.0
Final500,Final500_T000011,25043c1fbb518b61a0ed899c727cd6c3a385b7bbdc80d829c568e4c77805d4ff,S0000070,0,12,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000011,25043c1fbb518b61a0ed899c727cd6c3a385b7bbdc80d829c568e4c77805d4ff,S0000071,15,111,unproductive_cycle,False,False,True,False,False,,97.0
Final500,Final500_T000012,4c3e43ac3deea7ac7a765ffdf64a71fb01444143cefc7e117c573d2eb07631fb,S0000072,0,31,productive_iteration,True,True,False,False,False,,32.0
Final500,Final500_T000013,62c2dbed6d6eac8767e517a826f4dbaa1efc9a2720a9b51b18a7741006bec803,S0000073,43,44,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000013,62c2dbed6d6eac8767e517a826f4dbaa1efc9a2720a9b51b18a7741006bec803,S0000074,0,13,productive_iteration,True,True,False,False,False,,13.0
Final500,Final500_T000013,62c2dbed6d6eac8767e517a826f4dbaa1efc9a2720a9b51b18a7741006bec803,S0000075,15,42,productive_iteration,True,True,False,False,False,,28.0
Final500,Final500_T000014,1fdad99562ab1490d753af6078d46483ad5c9bff62f49353bd7154e2dd08363d,S0000076,31,36,productive_iteration,False,True,False,False,False,,3.0
Final500,Final500_T000014,1fdad99562ab1490d753af6078d46483ad5c9bff62f49353bd7154e2dd08363d,S0000077,6,35,unproductive_cycle,False,False,True,False,False,,4.0
Final500,Final500_T000014,1fdad99562ab1490d753af6078d46483ad5c9bff62f49353bd7154e2dd08363d,S0000078,0,4,productive_iteration,False,True,False,False,False,,5.0
Final500,Final500_T000014,1fdad99562ab1490d753af6078d46483ad5c9bff62f49353bd7154e2dd08363d,S0000079,7,30,productive_iteration,True,True,False,False,False,,23.0
Final500,Final500_T000015,04e1567bc42097ea3402a5851ceb85eea13eb1ef0851ab3728d0f14e08c8457e,S0000080,10,10,productive_iteration,False,True,False,False,False,,1.0
Final500,Final500_T000015,04e1567bc42097ea3402a5851ceb85eea13eb1ef0851ab3728d0f14e08c8457e,S0000081,13,13,unproductive_cycle,False,False,True,False,False,,1.0
Final500,Final500_T000015,04e1567bc42097ea3402a5851ceb85eea13eb1ef0851ab3728d0f14e08c8457e,S0000082,0,6,productive_iteration,False,True,False,False,False,,4.0
Final500,Final500_T000015,04e1567bc42097ea3402a5851ceb85eea13eb1ef0851ab3728d0f14e08c8457e,S0000083,11,12,productive_iteration,False,True,False,False,False,,2.0
Final500,Final500_T000015,04e1567bc42097ea3402a5851ceb85eea13eb1ef0851ab3728d0f14e08c8457e,S0000084,14,17,productive_iteration,True,True,False,False,False,,4.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000085,28,28,productive_iteration,False,True,False,False,False,,1.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000086,7,44,unproductive_cycle,False,False,True,False,False,,6.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000087,0,6,productive_iteration,False,True,False,False,False,,6.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000088,9,21,productive_iteration,True,True,False,False,False,,11.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000089,9,21,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000090,24,26,productive_iteration,False,True,False,False,False,,1.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000091,24,26,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000092,36,38,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000093,42,43,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000094,45,47,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000095,29,35,unproductive_cycle,False,False,True,False,False,,7.0
Final500,Final500_T000016,81d7bda5883899a7372c6946cc03262dd0587540655051a01da5ac643cbc4f50,S0000096,39,41,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000017,f372ff1356445459a818f6312b33053b58c2957e74990545b0cca0982536e067,S0000097,18,18,unproductive_cycle,False,False,True,False,False,,1.0
Final500,Final500_T000017,f372ff1356445459a818f6312b33053b58c2957e74990545b0cca0982536e067,S0000098,0,3,productive_iteration,True,True,False,False,False,,4.0
Final500,Final500_T000017,f372ff1356445459a818f6312b33053b58c2957e74990545b0cca0982536e067,S0000099,7,17,productive_iteration,True,True,False,False,False,,10.0
Final500,Final500_T000017,f372ff1356445459a818f6312b33053b58c2957e74990545b0cca0982536e067,S0000100,19,29,productive_iteration,True,True,False,False,False,,9.0
Final500,Final500_T000017,f372ff1356445459a818f6312b33053b58c2957e74990545b0cca0982536e067,S0000101,19,29,unproductive_cycle,False,False,True,False,False,,1.0
Final500,Final500_T000017,f372ff1356445459a818f6312b33053b58c2957e74990545b0cca0982536e067,S0000102,31,35,productive_iteration,False,True,False,False,False,,5.0
Final500,Final500_T000017,f372ff1356445459a818f6312b33053b58c2957e74990545b0cca0982536e067,S0000103,4,6,productive_iteration,True,True,False,False,False,,1.0
Final500,Final500_T000017,f372ff1356445459a818f6312b33053b58c2957e74990545b0cca0982536e067,S0000104,4,6,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000018,128ef5b7e38a45e3c178431f3b519b211ac345463916833ad9cf5f366f39d00b,S0000105,16,16,productive_iteration,False,True,False,False,False,,1.0
Final500,Final500_T000018,128ef5b7e38a45e3c178431f3b519b211ac345463916833ad9cf5f366f39d00b,S0000106,4,17,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000018,128ef5b7e38a45e3c178431f3b519b211ac345463916833ad9cf5f366f39d00b,S0000107,0,3,productive_iteration,False,True,False,False,False,,3.0
Final500,Final500_T000018,128ef5b7e38a45e3c178431f3b519b211ac345463916833ad9cf5f366f39d00b,S0000108,5,9,productive_iteration,True,True,False,False,False,,5.0
Final500,Final500_T000018,128ef5b7e38a45e3c178431f3b519b211ac345463916833ad9cf5f366f39d00b,S0000109,12,15,productive_iteration,True,True,False,False,False,,4.0
Final500,Final500_T000018,128ef5b7e38a45e3c178431f3b519b211ac345463916833ad9cf5f366f39d00b,S0000110,18,21,productive_iteration,True,True,False,False,False,,4.0
Final500,Final500_T000019,558698f6d516ff5ff53792fe56e087ecb3eac1ab1dd2be61c45ef1390a26fbd0,S0000111,39,39,productive_iteration,True,True,False,False,False,,1.0
Final500,Final500_T000019,558698f6d516ff5ff53792fe56e087ecb3eac1ab1dd2be61c45ef1390a26fbd0,S0000112,1,38,unproductive_cycle,False,False,True,False,False,,5.0
Final500,Final500_T000019,558698f6d516ff5ff53792fe56e087ecb3eac1ab1dd2be61c45ef1390a26fbd0,S0000113,4,6,productive_iteration,True,True,False,False,False,,3.0
Final500,Final500_T000019,558698f6d516ff5ff53792fe56e087ecb3eac1ab1dd2be61c45ef1390a26fbd0,S0000114,9,18,productive_iteration,True,True,False,False,False,,9.0
Final500,Final500_T000019,558698f6d516ff5ff53792fe56e087ecb3eac1ab1dd2be61c45ef1390a26fbd0,S0000115,20,34,productive_iteration,True,True,False,False,False,,14.0
Final500,Final500_T000019,558698f6d516ff5ff53792fe56e087ecb3eac1ab1dd2be61c45ef1390a26fbd0,S0000116,20,34,unproductive_cycle,False,False,True,False,False,,1.0
Final500,Final500_T000019,558698f6d516ff5ff53792fe56e087ecb3eac1ab1dd2be61c45ef1390a26fbd0,S0000117,36,37,productive_iteration,False,True,False,False,False,,2.0
Final500,Final500_T000020,84e5d9f30b3627f62a823e0388c8f36764e78e4e2343d4f6d91b302e3964ead2,S0000118,13,77,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000020,84e5d9f30b3627f62a823e0388c8f36764e78e4e2343d4f6d91b302e3964ead2,S0000119,0,12,productive_iteration,False,True,False,False,False,,13.0
Final500,Final500_T000020,84e5d9f30b3627f62a823e0388c8f36764e78e4e2343d4f6d91b302e3964ead2,S0000120,14,15,productive_iteration,True,True,False,False,False,,2.0
Final500,Final500_T000020,84e5d9f30b3627f62a823e0388c8f36764e78e4e2343d4f6d91b302e3964ead2,S0000121,16,76,unproductive_cycle,False,False,True,False,False,,61.0
Final500,Final500_T000021,061ad754be967911f1dd65b4d01c7dbdb6e5e656e7f391b53beeab2a97c27a7e,S0000122,0,30,productive_iteration,True,True,False,False,False,,29.0
Final500,Final500_T000022,1e94b1108d66f9616a0dfe60d26d3b42c8a1255fd97583842a7825a2e0907324,S0000123,17,28,productive_iteration,True,True,False,False,False,,3.0
Final500,Final500_T000022,1e94b1108d66f9616a0dfe60d26d3b42c8a1255fd97583842a7825a2e0907324,S0000124,0,16,productive_iteration,True,True,False,False,False,,17.0
Final500,Final500_T000022,1e94b1108d66f9616a0dfe60d26d3b42c8a1255fd97583842a7825a2e0907324,S0000125,19,22,productive_iteration,False,True,False,False,False,,4.0
Final500,Final500_T000022,1e94b1108d66f9616a0dfe60d26d3b42c8a1255fd97583842a7825a2e0907324,S0000126,24,27,productive_iteration,False,True,False,False,False,,4.0
Final500,Final500_T000022,1e94b1108d66f9616a0dfe60d26d3b42c8a1255fd97583842a7825a2e0907324,S0000127,29,32,productive_iteration,False,True,False,False,False,,4.0
Final500,Final500_T000023,76fe364cc35e70a38859ed33f338db142c546e7984ba480e1e14a4202705b3f9,S0000128,10,13,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000023,76fe364cc35e70a38859ed33f338db142c546e7984ba480e1e14a4202705b3f9,S0000129,0,2,productive_iteration,False,True,False,False,False,,3.0
Final500,Final500_T000023,76fe364cc35e70a38859ed33f338db142c546e7984ba480e1e14a4202705b3f9,S0000130,4,9,productive_iteration,False,True,False,False,False,,6.0
Final500,Final500_T000023,76fe364cc35e70a38859ed33f338db142c546e7984ba480e1e14a4202705b3f9,S0000131,11,12,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000023,76fe364cc35e70a38859ed33f338db142c546e7984ba480e1e14a4202705b3f9,S0000132,14,31,productive_iteration,True,True,False,False,False,,15.0
Final500,Final500_T000024,e90c6003b081598cbef5adae08adc95552ec94118ce521409f9776f9b27eeb35,S0000133,20,20,productive_iteration,False,True,False,False,False,,1.0
Final500,Final500_T000024,e90c6003b081598cbef5adae08adc95552ec94118ce521409f9776f9b27eeb35,S0000134,41,41,unproductive_cycle,False,False,True,False,False,,1.0
Final500,Final500_T000024,e90c6003b081598cbef5adae08adc95552ec94118ce521409f9776f9b27eeb35,S0000135,0,15,productive_iteration,True,True,False,False,False,,15.0
Final500,Final500_T000024,e90c6003b081598cbef5adae08adc95552ec94118ce521409f9776f9b27eeb35,S0000136,17,19,productive_iteration,False,True,False,False,False,,3.0
Final500,Final500_T000024,e90c6003b081598cbef5adae08adc95552ec94118ce521409f9776f9b27eeb35,S0000137,21,22,productive_iteration,False,True,False,False,False,,2.0
Final500,Final500_T000024,e90c6003b081598cbef5adae08adc95552ec94118ce521409f9776f9b27eeb35,S0000138,24,40,productive_iteration,True,True,False,False,False,,14.0
Final500,Final500_T000024,e90c6003b081598cbef5adae08adc95552ec94118ce521409f9776f9b27eeb35,S0000139,24,40,unproductive_cycle,False,False,True,False,False,,1.0
Final500,Final500_T000024,e90c6003b081598cbef5adae08adc95552ec94118ce521409f9776f9b27eeb35,S0000140,42,49,productive_iteration,True,True,False,False,False,,6.0
Final500,Final500_T000025,d0fe77f69b1a8168377e6e74d8e97f234076b2ad81125063ee2e57b9edc24752,S0000141,9,9,productive_iteration,True,True,False,False,False,,1.0
Final500,Final500_T000025,d0fe77f69b1a8168377e6e74d8e97f234076b2ad81125063ee2e57b9edc24752,S0000142,48,113,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000025,d0fe77f69b1a8168377e6e74d8e97f234076b2ad81125063ee2e57b9edc24752,S0000143,0,8,productive_iteration,True,True,False,False,False,,9.0
Final500,Final500_T000025,d0fe77f69b1a8168377e6e74d8e97f234076b2ad81125063ee2e57b9edc24752,S0000144,10,21,productive_iteration,True,True,False,False,False,,12.0
Final500,Final500_T000025,d0fe77f69b1a8168377e6e74d8e97f234076b2ad81125063ee2e57b9edc24752,S0000145,23,32,productive_iteration,True,True,False,False,False,,9.0
Final500,Final500_T000025,d0fe77f69b1a8168377e6e74d8e97f234076b2ad81125063ee2e57b9edc24752,S0000146,33,47,unproductive_cycle,False,False,True,False,False,,15.0
Final500,Final500_T000025,d0fe77f69b1a8168377e6e74d8e97f234076b2ad81125063ee2e57b9edc24752,S0000147,49,55,unproductive_cycle,False,False,True,False,False,,7.0
Final500,Final500_T000025,d0fe77f69b1a8168377e6e74d8e97f234076b2ad81125063ee2e57b9edc24752,S0000148,57,111,unproductive_cycle,False,False,True,False,False,,55.0
Final500,Final500_T000026,d46fb86d52fc4c020583472b99ecb2d0349271803345e6396814889fc43f0396,S0000149,14,16,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000026,d46fb86d52fc4c020583472b99ecb2d0349271803345e6396814889fc43f0396,S0000150,0,2,productive_iteration,False,True,False,False,False,,3.0
Final500,Final500_T000026,d46fb86d52fc4c020583472b99ecb2d0349271803345e6396814889fc43f0396,S0000151,4,13,productive_iteration,False,True,False,False,False,,10.0
Final500,Final500_T000026,d46fb86d52fc4c020583472b99ecb2d0349271803345e6396814889fc43f0396,S0000152,17,30,productive_iteration,True,True,False,False,False,,13.0
Final500,Final500_T000026,d46fb86d52fc4c020583472b99ecb2d0349271803345e6396814889fc43f0396,S0000153,40,47,productive_iteration,False,True,False,False,False,,8.0
Final500,Final500_T000026,d46fb86d52fc4c020583472b99ecb2d0349271803345e6396814889fc43f0396,S0000154,31,39,unproductive_cycle,False,False,True,False,False,,5.0
Final500,Final500_T000027,0719fc6c835da488a5d2cca366ca6cdd034315d8995d523fa3104c203acddbfb,S0000155,6,10,productive_iteration,True,True,False,False,False,,5.0
Final500,Final500_T000028,528df2a064b86d4338ba08b58df8bae9a198e3cfe78f4e37b62414bfca0ef736,S0000156,0,15,productive_iteration,True,True,False,False,False,,11.0
Final500,Final500_T000029,3a98bc7d4fc391db1a26f7f7ebb705966e68fd841d569b042f6027b7dacff188,S0000157,14,23,productive_iteration,True,True,False,False,False,,5.0
Final500,Final500_T000029,3a98bc7d4fc391db1a26f7f7ebb705966e68fd841d569b042f6027b7dacff188,S0000158,15,22,unproductive_cycle,False,False,True,False,False,,2.0
Final500,Final500_T000029,3a98bc7d4fc391db1a26f7f7ebb705966e68fd841d569b042f6027b7dacff188,S0000159,0,13,productive_iteration,True,True,False,False,False,,14.0
Final500,Final500_T000029,3a98bc7d4fc391db1a26f7f7ebb705966e68fd841d569b042f6027b7dacff188,S0000160,17,19,unproductive_cycle,False,False,True,False,False,,3.0
Final500,Final500_T000029,3a98bc7d4fc391db1a26f7f7ebb705966e68fd841d569b042f6027b7dacff188,S0000161,24,43,productive_iteration,True,True,False,False,False,,1.0
