released_task_id,benchmark_instance_id,arm,run_id,model_name_or_path,patch_generated,patch_bytes,changed_files_count,status,notes
released_task_99bc6df058728d26,scikit-learn__scikit-learn-13124,WARN_REPLAN_GUARD,14d05918bafa,deepseek-v4-flash,True,1721,1,completed,LimitsExceeded
released_task_99bc6df058728d26,scikit-learn__scikit-learn-13124,HARD_STOP_GUARD,0e1c5f63b9df,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_75953f0e9d547a21,django__django-12304,NO_GUARD,9a94faad5e8e,deepseek-v4-flash,True,594,1,completed,Submitted
released_task_75953f0e9d547a21,django__django-12304,WARN_REPLAN_GUARD,ae615900f79a,deepseek-v4-flash,True,686,1,completed,Submitted
released_task_75953f0e9d547a21,django__django-12304,HARD_STOP_GUARD,b2deb0561b0c,deepseek-v4-flash,True,590,1,completed,hard_stop_guard
released_task_1e60d4d20584f996,django__django-12708,NO_GUARD,f25a6456322b,deepseek-v4-flash,True,754,1,completed,Submitted
released_task_1e60d4d20584f996,django__django-12708,WARN_REPLAN_GUARD,82cb1cb97321,deepseek-v4-flash,True,754,1,completed,Submitted
released_task_1e60d4d20584f996,django__django-12708,HARD_STOP_GUARD,422f07777876,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_cb92f9ca5782bc55,sympy__sympy-13372,NO_GUARD,3ad03fbf851a,deepseek-v4-flash,True,770,1,completed,Submitted
released_task_cb92f9ca5782bc55,sympy__sympy-13372,WARN_REPLAN_GUARD,28d353209326,deepseek-v4-flash,True,770,1,completed,Submitted
released_task_cb92f9ca5782bc55,sympy__sympy-13372,HARD_STOP_GUARD,c86ad59e55c2,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_0564c8f60606eb5a,pydata__xarray-4075,NO_GUARD,31538b1419e5,deepseek-v4-flash,True,508,1,completed,Submitted
released_task_0564c8f60606eb5a,pydata__xarray-4075,WARN_REPLAN_GUARD,f0bc982c3534,deepseek-v4-flash,True,426,1,completed,Submitted
released_task_0564c8f60606eb5a,pydata__xarray-4075,HARD_STOP_GUARD,d4a98a78626c,deepseek-v4-flash,True,968,2,completed,hard_stop_guard
released_task_0f9166c5f9aacc19,pydata__xarray-6599,NO_GUARD,e1c264513e38,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_0f9166c5f9aacc19,pydata__xarray-6599,WARN_REPLAN_GUARD,68f2cebbd4b4,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_0f9166c5f9aacc19,pydata__xarray-6599,HARD_STOP_GUARD,d2119e8ab0b8,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_99c12e09d38cfa00,django__django-14725,NO_GUARD,0baf0b4942e9,deepseek-v4-flash,True,3503,1,completed,LimitsExceeded
released_task_99c12e09d38cfa00,django__django-14725,WARN_REPLAN_GUARD,0e9abe55285b,deepseek-v4-flash,True,3471,1,completed,Submitted
released_task_99c12e09d38cfa00,django__django-14725,HARD_STOP_GUARD,7efd5ed7af3e,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_4805f1e278827d09,django__django-14238,NO_GUARD,fc42d0e0662a,deepseek-v4-flash,True,651,1,completed,Submitted
released_task_4805f1e278827d09,django__django-14238,WARN_REPLAN_GUARD,b3a0dfad7bd6,deepseek-v4-flash,True,667,1,completed,Submitted
released_task_4805f1e278827d09,django__django-14238,HARD_STOP_GUARD,7007f555c020,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_e590948c68d6dee7,django__django-12209,NO_GUARD,c8fbdfaa20be,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_e590948c68d6dee7,django__django-12209,WARN_REPLAN_GUARD,fdfab1a6e71c,deepseek-v4-flash,True,824,1,completed,LimitsExceeded
released_task_e590948c68d6dee7,django__django-12209,HARD_STOP_GUARD,138b744c3e32,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_d8d2a78a7a2a4779,django__django-7530,NO_GUARD,2627abbff4a1,deepseek-v4-flash,True,776,1,completed,Submitted
released_task_d8d2a78a7a2a4779,django__django-7530,WARN_REPLAN_GUARD,4dbfd113072f,deepseek-v4-flash,True,776,1,completed,Submitted
released_task_d8d2a78a7a2a4779,django__django-7530,HARD_STOP_GUARD,71d2487ace21,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_88e0f0029dab0d06,sympy__sympy-14976,NO_GUARD,c1fee00da53e,deepseek-v4-flash,True,561,1,completed,Submitted
released_task_88e0f0029dab0d06,sympy__sympy-14976,WARN_REPLAN_GUARD,99e3da09b71a,deepseek-v4-flash,True,616,1,completed,LimitsExceeded
released_task_88e0f0029dab0d06,sympy__sympy-14976,HARD_STOP_GUARD,6e5d17a742e3,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_6b0d74dee3da1eaf,astropy__astropy-13579,NO_GUARD,f170193ddb0b,deepseek-v4-flash,True,1742,1,completed,LimitsExceeded
released_task_6b0d74dee3da1eaf,astropy__astropy-13579,WARN_REPLAN_GUARD,6a1f4a4e8b87,deepseek-v4-flash,True,1607,1,completed,Submitted
released_task_6b0d74dee3da1eaf,astropy__astropy-13579,HARD_STOP_GUARD,a3f25f21d840,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_d06df4bda5ee702b,sphinx-doc__sphinx-8459,NO_GUARD,fb88baa1fd5f,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_d06df4bda5ee702b,sphinx-doc__sphinx-8459,WARN_REPLAN_GUARD,a100c2b3887d,deepseek-v4-flash,True,767,1,completed,Submitted
released_task_d06df4bda5ee702b,sphinx-doc__sphinx-8459,HARD_STOP_GUARD,fc887f5fe532,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_790aa72b63479f0d,django__django-11138,NO_GUARD,dab0e85af865,deepseek-v4-flash,True,6290,3,completed,LimitsExceeded
released_task_790aa72b63479f0d,django__django-11138,WARN_REPLAN_GUARD,f718abc8e3e2,deepseek-v4-flash,True,6616,3,completed,LimitsExceeded
released_task_790aa72b63479f0d,django__django-11138,HARD_STOP_GUARD,3872bb046df8,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_e0fc0264ae28642d,scikit-learn__scikit-learn-13439,NO_GUARD,aecb6052ca54,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_e0fc0264ae28642d,scikit-learn__scikit-learn-13439,WARN_REPLAN_GUARD,ad24464ecf26,deepseek-v4-flash,True,465,1,completed,LimitsExceeded
released_task_e0fc0264ae28642d,scikit-learn__scikit-learn-13439,HARD_STOP_GUARD,36ee9bbff734,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_8fd6e55bdee766f4,sympy__sympy-16792,NO_GUARD,b6a4c5ae1fbb,deepseek-v4-flash,True,3176,1,completed,Submitted
released_task_8fd6e55bdee766f4,sympy__sympy-16792,WARN_REPLAN_GUARD,665dd429e5bf,deepseek-v4-flash,True,2900,1,completed,LimitsExceeded
released_task_8fd6e55bdee766f4,sympy__sympy-16792,HARD_STOP_GUARD,53a0cb7027a5,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_c77d8a4dcc11bb0a,scikit-learn__scikit-learn-13135,NO_GUARD,380f4b71494e,deepseek-v4-flash,True,663,1,completed,Submitted
released_task_c77d8a4dcc11bb0a,scikit-learn__scikit-learn-13135,WARN_REPLAN_GUARD,e23acf9a1670,deepseek-v4-flash,True,663,1,completed,Submitted
released_task_c77d8a4dcc11bb0a,scikit-learn__scikit-learn-13135,HARD_STOP_GUARD,6898b7e99727,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_55b2031312bdb4bf,django__django-15368,NO_GUARD,a37dcbf1ea78,deepseek-v4-flash,True,673,1,completed,Submitted
released_task_55b2031312bdb4bf,django__django-15368,WARN_REPLAN_GUARD,606278257c50,deepseek-v4-flash,True,673,1,completed,Submitted
released_task_55b2031312bdb4bf,django__django-15368,HARD_STOP_GUARD,154dcc50b20c,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_12d4bb2102dc2f56,matplotlib__matplotlib-20826,NO_GUARD,ca4b2f38829f,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_12d4bb2102dc2f56,matplotlib__matplotlib-20826,WARN_REPLAN_GUARD,faf92011730b,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_12d4bb2102dc2f56,matplotlib__matplotlib-20826,HARD_STOP_GUARD,631e2f13adb4,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_a919c7a583ab5954,django__django-11206,NO_GUARD,ff0736e2dc06,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_a919c7a583ab5954,django__django-11206,WARN_REPLAN_GUARD,d7739d1577f2,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_a919c7a583ab5954,django__django-11206,HARD_STOP_GUARD,57d00b4f3058,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_cab2f650d91f6374,scikit-learn__scikit-learn-10844,NO_GUARD,75d3c2227cc9,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_cab2f650d91f6374,scikit-learn__scikit-learn-10844,WARN_REPLAN_GUARD,b60f0db10eea,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_cab2f650d91f6374,scikit-learn__scikit-learn-10844,HARD_STOP_GUARD,ec9a9142f514,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_f45d0c7549f17baa,sympy__sympy-11618,NO_GUARD,d14da0304df2,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_f45d0c7549f17baa,sympy__sympy-11618,WARN_REPLAN_GUARD,b8abcdc1124f,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_f45d0c7549f17baa,sympy__sympy-11618,HARD_STOP_GUARD,0a495aef3d55,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_58ded97d74649fee,sphinx-doc__sphinx-8551,NO_GUARD,f1d4eb0955f9,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_58ded97d74649fee,sphinx-doc__sphinx-8551,WARN_REPLAN_GUARD,012a7644ee45,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_58ded97d74649fee,sphinx-doc__sphinx-8551,HARD_STOP_GUARD,59f1abf1e9ea,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_6205c20339254394,django__django-13212,NO_GUARD,f6ba054a3048,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_6205c20339254394,django__django-13212,WARN_REPLAN_GUARD,aa4c8d2bbf86,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_6205c20339254394,django__django-13212,HARD_STOP_GUARD,3ff51df6a09e,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_47d55095abaa47f9,django__django-16661,NO_GUARD,2be203436427,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_47d55095abaa47f9,django__django-16661,WARN_REPLAN_GUARD,6156d8ec662a,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_47d55095abaa47f9,django__django-16661,HARD_STOP_GUARD,cf176ba5bdaa,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_565e882d2900a39c,django__django-11734,NO_GUARD,37fc1d3c9c3e,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_565e882d2900a39c,django__django-11734,WARN_REPLAN_GUARD,db6a53aebe85,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_565e882d2900a39c,django__django-11734,HARD_STOP_GUARD,f40239f15de4,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_3f855a12db0ec3f4,astropy__astropy-13398,NO_GUARD,deb7080d222b,deepseek-v4-flash,True,547,1,completed,Submitted
released_task_3f855a12db0ec3f4,astropy__astropy-13398,WARN_REPLAN_GUARD,3b0cee9f4b4e,deepseek-v4-flash,True,580,1,completed,LimitsExceeded
released_task_3f855a12db0ec3f4,astropy__astropy-13398,HARD_STOP_GUARD,b588837760ec,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_c4961460689c63a7,django__django-12858,NO_GUARD,574e672e84bc,deepseek-v4-flash,True,686,1,completed,Submitted
released_task_c4961460689c63a7,django__django-12858,WARN_REPLAN_GUARD,c3d55c6a1da3,deepseek-v4-flash,True,686,1,completed,Submitted
released_task_c4961460689c63a7,django__django-12858,HARD_STOP_GUARD,6234d6fc18ce,deepseek-v4-flash,True,686,1,completed,hard_stop_guard
released_task_013d7986c4fc8511,django__django-14053,NO_GUARD,3ef687cfe6cf,deepseek-v4-flash,True,717,1,completed,Submitted
released_task_013d7986c4fc8511,django__django-14053,WARN_REPLAN_GUARD,01d396185c50,deepseek-v4-flash,True,1739,1,completed,LimitsExceeded
released_task_013d7986c4fc8511,django__django-14053,HARD_STOP_GUARD,461223ec4e3e,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_d8741bb288a4ade9,django__django-16256,NO_GUARD,7db90f9699ad,deepseek-v4-flash,True,3367,1,completed,LimitsExceeded
released_task_d8741bb288a4ade9,django__django-16256,WARN_REPLAN_GUARD,fc1f210e8641,deepseek-v4-flash,True,2285,1,completed,Submitted
released_task_d8741bb288a4ade9,django__django-16256,HARD_STOP_GUARD,0cb582346872,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_75ab04e6eb0a46d4,scikit-learn__scikit-learn-14894,NO_GUARD,c218f560e144,deepseek-v4-flash,True,1016,1,completed,LimitsExceeded
released_task_75ab04e6eb0a46d4,scikit-learn__scikit-learn-14894,WARN_REPLAN_GUARD,bd5251913260,deepseek-v4-flash,True,1175,1,completed,Submitted
released_task_75ab04e6eb0a46d4,scikit-learn__scikit-learn-14894,HARD_STOP_GUARD,4e54020af7de,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_8add27b26abe316e,django__django-15104,NO_GUARD,dc5dc275b215,deepseek-v4-flash,True,606,1,completed,Submitted
released_task_8add27b26abe316e,django__django-15104,WARN_REPLAN_GUARD,47b3327aa0df,deepseek-v4-flash,True,606,1,completed,Submitted
released_task_8add27b26abe316e,django__django-15104,HARD_STOP_GUARD,002bbe63d759,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_32a884cb9e7541b3,django__django-16263,NO_GUARD,c6b6c6d97765,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_32a884cb9e7541b3,django__django-16263,WARN_REPLAN_GUARD,d28cffbe5adf,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_32a884cb9e7541b3,django__django-16263,HARD_STOP_GUARD,3d33e2ae0763,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_b31dca5c15fcb419,sympy__sympy-24443,NO_GUARD,0e661581fd58,deepseek-v4-flash,True,2155,1,completed,Submitted
released_task_b31dca5c15fcb419,sympy__sympy-24443,WARN_REPLAN_GUARD,ce834c243c54,deepseek-v4-flash,True,630,1,completed,Submitted
released_task_b31dca5c15fcb419,sympy__sympy-24443,HARD_STOP_GUARD,27ceb891a673,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_2dc760e50d035174,django__django-13741,NO_GUARD,7fe12c52520c,deepseek-v4-flash,True,465,1,completed,Submitted
released_task_2dc760e50d035174,django__django-13741,WARN_REPLAN_GUARD,e1c39b549df7,deepseek-v4-flash,True,1066,1,completed,Submitted
released_task_2dc760e50d035174,django__django-13741,HARD_STOP_GUARD,377ce6e82b11,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_52c13e3266d4501c,pytest-dev__pytest-6197,NO_GUARD,4799a018fc4d,deepseek-v4-flash,True,467,1,completed,LimitsExceeded
released_task_52c13e3266d4501c,pytest-dev__pytest-6197,WARN_REPLAN_GUARD,e1cabd75a824,deepseek-v4-flash,True,467,1,completed,LimitsExceeded
released_task_52c13e3266d4501c,pytest-dev__pytest-6197,HARD_STOP_GUARD,32b279954493,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_df968c962ec62163,django__django-14376,NO_GUARD,ca6a23db78dc,deepseek-v4-flash,True,791,1,completed,Submitted
released_task_df968c962ec62163,django__django-14376,WARN_REPLAN_GUARD,58579c4a0113,deepseek-v4-flash,True,1514,2,completed,Submitted
released_task_df968c962ec62163,django__django-14376,HARD_STOP_GUARD,6bd55075e7d4,deepseek-v4-flash,True,791,1,completed,hard_stop_guard
released_task_c03acb33a56d22ef,django__django-14534,NO_GUARD,cbad5609a260,deepseek-v4-flash,True,416,1,completed,Submitted
released_task_c03acb33a56d22ef,django__django-14534,WARN_REPLAN_GUARD,b1810a795fe3,deepseek-v4-flash,True,416,1,completed,LimitsExceeded
released_task_c03acb33a56d22ef,django__django-14534,HARD_STOP_GUARD,1aefb359d25f,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_5921987a268cd3bf,sphinx-doc__sphinx-10614,NO_GUARD,18bac6255fa4,deepseek-v4-flash,True,2893,2,completed,LimitsExceeded
released_task_5921987a268cd3bf,sphinx-doc__sphinx-10614,WARN_REPLAN_GUARD,550afa2c6633,deepseek-v4-flash,True,1535,1,completed,LimitsExceeded
released_task_5921987a268cd3bf,sphinx-doc__sphinx-10614,HARD_STOP_GUARD,57d712676a39,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_10b7cdb276063e7b,pydata__xarray-4687,NO_GUARD,14ca18111760,deepseek-v4-flash,True,328,1,completed,LimitsExceeded
released_task_10b7cdb276063e7b,pydata__xarray-4687,WARN_REPLAN_GUARD,04dbd185aabc,deepseek-v4-flash,True,851,1,completed,LimitsExceeded
released_task_10b7cdb276063e7b,pydata__xarray-4687,HARD_STOP_GUARD,704f097de020,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_814570b719cd62fd,pydata__xarray-7393,NO_GUARD,05d666b05a81,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_814570b719cd62fd,pydata__xarray-7393,WARN_REPLAN_GUARD,c9f96a54273b,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_814570b719cd62fd,pydata__xarray-7393,HARD_STOP_GUARD,79c31aa6b1b6,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_710948da4ab7cfee,django__django-11951,NO_GUARD,2f726ee468b8,deepseek-v4-flash,True,876,1,completed,Submitted
released_task_710948da4ab7cfee,django__django-11951,WARN_REPLAN_GUARD,e1141c86f573,deepseek-v4-flash,True,876,1,completed,Submitted
released_task_710948da4ab7cfee,django__django-11951,HARD_STOP_GUARD,37f7a049d544,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_850aca790a4743d9,django__django-15252,NO_GUARD,0becb51d130f,deepseek-v4-flash,True,1820,1,completed,LimitsExceeded
released_task_850aca790a4743d9,django__django-15252,WARN_REPLAN_GUARD,c05ce00e0ee6,deepseek-v4-flash,True,2443,1,completed,LimitsExceeded
released_task_850aca790a4743d9,django__django-15252,HARD_STOP_GUARD,39a2be98ac3b,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_12d4bb2102dc2f56,matplotlib__matplotlib-20826,NO_GUARD,5e732dab5aaf,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_12d4bb2102dc2f56,matplotlib__matplotlib-20826,WARN_REPLAN_GUARD,d808f9154d34,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_12d4bb2102dc2f56,matplotlib__matplotlib-20826,HARD_STOP_GUARD,908a065ee9be,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_a919c7a583ab5954,django__django-11206,NO_GUARD,ff24dbb68199,deepseek-v4-flash,True,942,1,completed,Submitted
released_task_a919c7a583ab5954,django__django-11206,WARN_REPLAN_GUARD,59c1655839e2,deepseek-v4-flash,True,1103,1,completed,Submitted
